Año,Juego,Recomendaciones
2015,Slender: The Arrival,1
2015,Smooth Operators,2
2015,Sneaky Sneaky,1
2015,Sniper Elite 3,7
2015,Sniper Elite V2,9
2015,Sniper Elite: Nazi Zombie Army,1
2015,Sniper Elite: Nazi Zombie Army 2,1
2015,Sniper Ghost Warrior 2,1
2015,Sniper: Ghost Warrior,1
2015,Soccer Rage,2
2015,Software Inc.,1
2015,Soldier Front 2,4
2015,Sonic & All-Stars Racing Transformed,6
2015,Sonic Adventure DX,1
2015,Sonic Adventure™ 2 ,2
2015,Sonic Generations,3
2015,Sonic Lost World,3
2015,Soul Gambler,1
2015,South Park™: The Stick of Truth™,19
2015,Space Beast Terror Fright,1
2015,Space Empires V,1
2015,Space Engineers,59
2015,Space Hulk Ascension,1
2015,Spacebase DF-9,1
2015,Spartans Vs Zombies Defense,1
2015,Spec Ops: The Line,26
2015,SpeedRunners,38
2015,Spelunky,6
2015,Spermination,2
2015,Sphere III: Enchanted World,1
2015,Spintires,9
2015,Spiral Knights,16
2015,Spoiler Alert,1
2015,Spooky Cats,1
2015,Spooky's Jump Scare Mansion,12
2015,Spore,4
2015,Spore: Creepy & Cute Parts Pack,1
2015,Spore: Galactic Adventures,2
2015,Spy Chameleon - RGB Agent,2
2015,Squad,6
2015,Squishy the Suicidal Pig,11
2015,Star Conflict,10
2015,Star Horizon,1
2015,Star Trek Online,4
2015,Star Wolves 3: Civil War,1
2015,StarDrive,1
2015,StarDrive 2,1
2015,StarMade,4
2015,Starbound,53
2015,Stardust Vanguards,1
2015,Starpoint Gemini 2,1
2015,State of Decay,6
2015,State of Decay: Year-One,1
2015,Steel Ocean,3
2015,Steel Rain,1
2015,Steve Chong Finds Out That Suicide is a Bad Idea,1
2015,Stick 'Em Up 2,1
2015,Stock Car Extreme,1
2015,Stonehearth,5
2015,Storm United,1
2015,Stranded Deep,49
2015,Stray Cat Crossing,1
2015,Strife,7
2015,Stronghold 3,2
2015,Stronghold Crusader 2,1
2015,Stronghold Crusader HD,1
2015,Stronghold Kingdoms,3
2015,Subnautica,38
2015,Subspace Continuum,1
2015,Sunless Sea,1
2015,Sunrider: Mask of Arcadius,3
2015,Super 3-D Noah's Ark,1
2015,Super Amazing Wagon Adventure,3
2015,Super Chibi Knight,1
2015,Super Crate Box,4
2015,Super Hexagon,15
2015,Super House of Dead Ninjas,1
2015,Super Killer Hornet: Resurrection,1
2015,Super Meat Boy,16
2015,Super Monday Night Combat,6
2015,Super Trench Attack!,1
2015,SuperPower 2 Steam Edition,1
2015,Supreme Commander 2,4
2015,Supreme Commander: Forged Alliance,2
2015,Supreme Ruler 1936,1
2015,Supreme Ruler 2020: Gold,1
2015,Surgeon Simulator,9
2015,Survarium,6
2015,Survival: Postapocalypse Now,8
2015,Sword of the Stars: The Pit,1
2015,Swords and Soldiers HD,1
2015,System Shock 2,2
2015,TERA,30
2015,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,1
2015,THE KING OF FIGHTERS XIII STEAM EDITION,2
2015,TIS-100,1
2015,TOXIKK,5
2015,TRANSFORMERS: Devastation,1
2015,TUG,1
2015,TY the Tasmanian Tiger 4,1
2015,Tabletop Simulator,7
2015,Tactical Intervention,20
2015,Takedown: Red Sabre,1
2015,Tales Runner,1
2015,Tales from the Borderlands,24
2015,Tales of Aravorn: Seasons Of The Wolf,1
2015,Tales of Maj'Eyal,1
2015,Tales of Zestiria,5
2015,Talisman: Digital Edition,7
2015,Tasty Blue,3
2015,Tea Party Simulator 2015™,2
2015,Team Fortress Classic,5
2015,Teddy Floppy Ear - Kayaking,1
2015,Teddy Floppy Ear - Mountain Adventure,1
2015,Teeworlds,2
2015,Teleglitch: Die More Edition,1
2015,Temper Tantrum,1
2015,Templar Battleforce,1
2015,Tengami,1
2015,TeraBlaster,3
2015,TerraTech,4
2015,Terraria,187
2015,Terrorhedron,1
2015,Tesla Effect,1
2015,Test Drive Unlimited 2,3
2015,The Banner Saga,3
2015,The Beginner's Guide,30
2015,The Binding of Isaac,14
2015,The Binding of Isaac: Rebirth,57
2015,The Black Watchmen,1
2015,The Bridge,2
2015,The Bureau: XCOM Declassified,1
2015,The Cat Lady,1
2015,The Collider,4
2015,The Crew,3
2015,The Culling Of The Cows,3
2015,The Darkness II,5
2015,The Dead Linger,2
2015,The Deer,1
2015,The Deer God,1
2015,The Desolate Hope,1
2015,The Detail,1
2015,The Dream Machine,1
2015,The Elder Scrolls III: Morrowind,5
2015,The Elder Scrolls IV: Oblivion ,6
2015,The Elder Scrolls Online: Tamriel Unlimited,18
2015,The Elder Scrolls V: Skyrim,141
2015,The Escapists,34
2015,The Evil Within,1
2015,The Expendabros,12
2015,The Fall,3
2015,The Fall of the Dungeon Guardians,1
2015,The Flock,1
2015,The Forest,31
2015,The Forest of Doom,2
2015,The Four Kings Casino and Slots,1
2015,The Fruit of Grisaia,2
2015,The Golf Club,1
2015,The Graveyard,1
2015,The Hat Man: Shadow Ward,2
2015,The Howler,1
2015,The I of the Dragon,1
2015,The Impossible Game,1
2015,The Incredible Adventures of Van Helsing,1
2015,The Ingenious Machine: New and Improved Edition,1
2015,The Inner World,2
2015,The Interview,1
2015,The Isle,1
2015,The Jackbox Party Pack,3
2015,The LEGO® Movie - Videogame,4
2015,The Last Door - Collector's Edition,1
2015,The Last Federation,1
2015,The Legend of Heroes: Trails in the Sky,2
2015,The Legend of Korra™,6
2015,The Long Dark,15
2015,The Lord of the Rings Online™,4
2015,The Lord of the Rings: War in the North,2
2015,The Magic Circle,2
2015,The Mean Greens - Plastic Warfare,2
2015,The Mighty Quest For Epic Loot,9
2015,The Moon Sliver,1
2015,The Music Machine,1
2015,The Mystery of the Druids,1
2015,The Next Penelope,1
2015,The Night of the Rabbit,1
2015,The Old City: Leviathan,1
2015,The Old Tree,4
2015,The Plan,7
2015,The Quest,1
2015,The Secret World,3
2015,The Settlers Online,1
2015,The Ship,3
2015,The Shivah,1
2015,The Slaughtering Grounds,5
2015,The Stanley Parable,11
2015,The Stomping Land,1
2015,The Talos Principle,7
2015,The Testament of Sherlock Holmes,2
2015,The Typing of The Dead: Overkill,1
2015,The Ultimate DOOM,3
2015,The Vanishing of Ethan Carter,3
2015,The Void,1
2015,The Walking Dead,11
2015,The Walking Dead: Season Two,10
2015,The Way of Life Free Edition,22
2015,The Witcher 2: Assassins of Kings Enhanced Edition,4
2015,The Witcher 3: Wild Hunt,50
2015,The Witcher Adventure Game,1
2015,The Witcher: Enhanced Edition,7
2015,The Wolf Among Us,7
2015,Thea: The Awakening,1
2015,There Came an Echo,2
2015,They Bleed Pixels,2
2015,Thief Gold,3
2015,Thief Town,1
2015,Thinking with Time Machine,3
2015,This War of Mine,17
2015,Thomas Was Alone,2
2015,Ticket to Ride,1
2015,Tiki Man,1
2015,Timber and Stone,1
2015,Timberman,3
2015,Time Clickers,11
2015,TimeShift,1
2015,Tiny Brains,1
2015,Tiny Troopers,3
2015,Tiny and Big: Grandpa's Leftovers,1
2015,Titan Quest,1
2015,Titan Quest: Immortal Throne,1
2015,To the Moon,10
2015,Toki Tori,1
2015,Tokyo School Life,1
2015,Tom Clancy's Ghost Recon Future Soldier,1
2015,Tom Clancy's Ghost Recon Phantoms - EU,2
2015,Tom Clancy's Ghost Recon Phantoms - NA,14
2015,Tom Clancy's Rainbow Six Siege,6
2015,Tom Clancy's Splinter Cell Blacklist,2
2015,Tom Clancy's Splinter Cell: Chaos Theory,2
2015,Tomb Raider,39
2015,Tomb Raider I,1
2015,Tomb Raider: Anniversary,1
2015,Torchlight II,12
2015,Toribash,22
2015,Total Annihilation,2
2015,Total War Battles: KINGDOM,3
2015,Total War: ATTILA,10
2015,Total War: ROME II - Emperor Edition,11
2015,Total War: SHOGUN 2,13
2015,Tower of Guns,1
2015,TowerFall Ascension,2
2015,Town of Salem,18
2015,Towns,1
2015,TrackMania Nations Forever,4
2015,TrackMania² Canyon,2
2015,TrackMania² Stadium,1
2015,TrackMania² Valley,1
2015,Train Fever,2
2015,Train Simulator,7
2015,Trainz: A New Era,1
2015,TransOcean: The Shipping Company,1
2015,Transcendence,1
2015,Transformers: Fall of Cybertron,1
2015,Transformice,21
2015,Transistor,13
2015,Traverser,1
2015,Tree of Life,1
2015,Trials Evolution Gold Edition,1
2015,Tribes: Ascend,8
2015,Trine,2
2015,Trine 2,5
2015,Trine 3: The Artifacts of Power,1
2015,Tropico 3 - Steam Special Edition,1
2015,Tropico 4,5
2015,Tropico 5,5
2015,Trove,90
2015,Turbo Dismount,2
2015,Turbo Pug,8
2015,Turok: Dinosaur Hunter,1
2015,Typer Shark! Deluxe,1
2015,TyranoBuilder Visual Novel Studio,2
2015,UBERMOSH,2
2015,UberStrike,3
2015,Ultimate General: Gettysburg,1
2015,Ultimate Tic-Tac-Toe,2
2015,Ultra Street Fighter IV,4
2015,Uncrowded,4
2015,Undead Overlord,1
2015,Undertale,97
2015,Unepic,1
2015,Universe Sandbox,1
2015,Universe Sandbox ²,8
2015,Unpossible,1
2015,Unreal Gold,1
2015,Unreal Tournament 2004,2
2015,Untamed: Life Of A Cougar,1
2015,Unturned,244
2015,Uplink,2
2015,Uriel's Chasm,1
2015,VVVVVV,2
2015,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,8
2015,Valkyria Chronicles™,5
2015,Vampire: The Masquerade - Bloodlines,1
2015,Vapour,1
2015,Vector Thrust,1
2015,Velocibox,1
2015,Velvet Sundown,2
2015,Verdun,34
2015,Vertiginous Golf,1
2015,Vessel,1
2015,Victim of Xen,1
2015,Victor Vran,1
2015,Victoria II,2
2015,Victory At Sea,1
2015,Victory Command,1
2015,Victory: The Age of Racing,1
2015,Vindictus,8
2015,Viridi,10
2015,Viscera Cleanup Detail,6
2015,Viscera Cleanup Detail: Santa's Rampage,3
2015,Voices from the Sea,5
2015,VoidExpanse,1
2015,Voxelized,1
2015,WAKFU,2
2015,WARMODE,8
2015,WORLD END ECONOMiCA episode.01,2
2015,WTFast Gamers Private Network (GPN),2
2015,WWE 2K15,2
2015,Wanderlust Adventures,1
2015,War Thunder,71
2015,War for the Overworld,3
2015,War of Beach,1
2015,War of the Human Tanks,1
2015,War of the Roses,3
2015,"War, the Game",1
2015,Warface,14
2015,Warframe,132
2015,Wargame: AirLand Battle,2
2015,Wargame: European Escalation,1
2015,Wargame: Red Dragon,3
2015,"Warhammer 40,000 Space Marine",2
2015,"Warhammer 40,000: Dawn of War - Game of the Year Edition",3
2015,"Warhammer 40,000: Dawn of War – Dark Crusade",4
2015,"Warhammer 40,000: Dawn of War – Soulstorm",5
2015,"Warhammer 40,000: Regicide",2
2015,Warhammer: End Times - Vermintide,10
2015,"Warhammer® 40,000™: Dawn of War® II",3
2015,"Warhammer® 40,000™: Dawn of War® II - Chaos Rising™",1
2015,"Warhammer® 40,000™: Dawn of War® II – Retribution™",2
2015,Warlock 2: the Exiled,1
2015,Wasteland 2,1
2015,Watch_Dogs,7
2015,Waveform,4
2015,Westerado: Double Barreled,4
2015,Wick,1
2015,Wild Season - Episode 1,1
2015,Wild Warfare,2
2015,Wildlife Park 2,1
2015,Windward,3
2015,Wings of Vi,3
2015,Winter Sports Trilogy Super Pack,1
2015,Winter Voices,2
2015,Without Within,10
2015,Wolfenstein 3D,1
2015,Wolfenstein: The New Order,14
2015,Wolfenstein: The Old Blood ,4
2015,Woodle Tree Adventures,4
2015,Word Rescue,1
2015,World of Guns: Gun Disassembly,5
2015,World of Soccer online,4
2015,Worms Armageddon,3
2015,Worms Reloaded,3
2015,Worms Revolution,3
2015,Written in the Sky,1
2015,Wurm Unlimited,1
2015,X Rebirth,2
2015,X3: Reunion,1
2015,X3: Terran Conflict,1
2015,XCOM: Enemy Unknown,19
2015,Xeodrifter™,1
2015,Year Walk,3
2015,Yet Another Zombie Defense,14
2015,You Are Not The Hero,1
2015,You Have to Win the Game,6
2015,You Must Build A Boat,2
2015,You Need A Budget 4 (YNAB),2
2015,Z Steel Soldiers,1
2015,ZOMBI,1
2015,Zenzizenzic,1
2015,Zero Gear,1
2015,Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,1
2015,Ziggurat,2
2015,Zombie Army Trilogy,5
2015,Zombies Monsters Robots,1
2015,Zoombinis,3
2015,eden*,2
2015,fault - milestone one,1
2015,fault - milestone two side:above,2
2015,how do you Do It?,5
2015,ibb & obb,4
2015,inMomentum,1
2015,liteCam Game: 100 FPS Game Capture,1
2015,oO,2
2015,planetarian ~the reverie of a little planet~,3
2015,resident evil 4 / biohazard 4,1
2015,sZone-Online,2
2015,the static speaks my name,9
2015,theHunter,13
2015,theHunter: Primal,6
